ICD10CodeID,Code,ICD_Title
5613,N03.7,"Chronic nephritic syndrome, diffuse crescentic glomerulonephritis"
5614,N03.8,"Chronic nephritic syndrome, other"
5615,N03.9,"Chronic nephritic syndrome, unspecified"
5616,N04,Nephrotic syndrome
5617,N04.0,"Nephrotic syndrome, minor glomerular abnormality"
5618,N04.1,"Nephrotic syndrome, focal and segmental glomerular lesions"
5619,N04.2,"Nephrotic syndrome, diffuse membranous glomerulonephritis"
5620,N04.3,"Nephrotic syndrome, diffuse mesangial proliferative glomerulonephritis"
5621,N04.4,"Nephrotic syndrome, diffuse endocapillary proliferative glomerulonephritis"
5622,N04.5,"Nephrotic syndrome, diffuse mesangiocapillary glomerulonephritis"
5623,N04.6,"Nephrotic syndrome, dense deposit disease"
5624,N04.7,"Nephrotic syndrome, diffuse crescentic glomerulonephritis"
5625,N04.8,"Nephrotic syndrome, other"
5626,N04.9,"Nephrotic syndrome, unspecified"
5627,N05,Unspecified nephritic syndrome
5628,N05.0,"Unspecified nephritic syndrome, minor glomerular abnormality"
5629,N05.1,"Unspecified nephritic syndrome, focal and segmental glomerular lesions"
5630,N05.2,"Unspecified nephritic syndrome, diffuse membranous glomerulonephritis"
5631,N05.3,"Unspecified nephritic syndrome, diffuse mesangial proliferative glomerulonephritis"
5632,N05.4,"Unspecified nephritic syndrome, diffuse endocapillary proliferative glomerulonephritis"
5633,N05.5,"Unspecified nephritic syndrome, diffuse mesangiocapillary glomerulonephritis"
5634,N05.6,"Unspecified nephritic syndrome, dense deposit disease"
5635,N05.7,"Unspecified nephritic syndrome, diffuse crescentic glomerulonephritis"
5636,N05.8,"Unspecified nephritic syndrome, other"
5637,N05.9,"Unspecified nephritic syndrome, unspecified"
5638,N06,Isolated proteinuria with specified morphological lesion
5639,N06.0,"Isolated proteinuria with specified morphological lesion, minor glomerular abnormality"
5640,N06.1,"Isolated proteinuria with specified morphological lesion, focal and segmental glomerular lesions"
5641,N06.2,"Isolated proteinuria with specified morphological lesion, diffuse membranous glomerulonephritis"
5642,N06.3,"Isolated proteinuria with specified morphological lesion, diffuse mesangial proliferative glomerulonephritis"
5643,N06.4,"Isolated proteinuria with specified morphological lesion, diffuse endocapillary proliferative glomerulonephritis"
5644,N06.5,"Isolated proteinuria with specified morphological lesion, diffuse mesangiocapillary glomerulonephritis"
5645,N06.6,"Isolated proteinuria with specified morphological lesion, dense deposit disease"
5646,N06.7,"Isolated proteinuria with specified morphological lesion, diffuse crescentic glomerulonephritis"
5647,N06.8,"Isolated proteinuria with specified morphological lesion, other"
5648,N06.9,"Isolated proteinuria with specified morphological lesion, unspecified"
5649,N07,"Hereditary nephropathy, not elsewhere classified"
5650,N07.0,"Hereditary nephropathy, not elsewhere classified, minor glomerular abnormality"
5651,N07.1,"Hereditary nephropathy, not elsewhere classified, focal and segmental glomerular lesions"
5652,N07.2,"Hereditary nephropathy, not elsewhere classified, diffuse membranous glomerulonephritis"
5653,N07.3,"Hereditary nephropathy, not elsewhere classified, diffuse mesangial proliferative glomerulonephritis"
5654,N07.4,"Hereditary nephropathy, not elsewhere classified, diffuse endocapillary proliferative glomerulonephritis"
5655,N07.5,"Hereditary nephropathy, not elsewhere classified, diffuse mesangiocapillary glomerulonephritis"
5656,N07.6,"Hereditary nephropathy, not elsewhere classified, dense deposit disease"
5657,N07.7,"Hereditary nephropathy, not elsewhere classified, diffuse crescentic glomerulonephritis"
5658,N07.8,"Hereditary nephropathy, not elsewhere classified, other"
5659,N07.9,"Hereditary nephropathy, not elsewhere classified, unspecified"
5660,N08,Glomerular disorders in diseases classified elsewhere
5661,N10,Acute tubulo-interstitial nephritis
5662,N11,Chronic tubulo-interstitial nephritis
5663,N11.0,Nonobstructive reflux-associated chronic pyelonephritis
5664,N11.1,Chronic obstructive pyelonephritis
5665,N11.8,Other chronic tubulo-interstitial nephritis
5666,N11.9,"Chronic tubulo-interstitial nephritis, unspecified"
5667,N12,"Tubulo-interstitial nephritis, not specified as acute or chronic"
5668,N13,Obstructive and reflux uropathy
5669,N13.0,Hydronephrosis with ureteropelvic junction obstruction
5670,N13.1,"Hydronephrosis with ureteral stricture, not elsewhere classified"
5671,N13.2,Hydronephrosis with renal and ureteral calculous obstruction
5672,N13.3,Other and unspecified hydronephrosis
5673,N13.4,Hydroureter
5674,N13.5,Kinking and stricture of ureter without hydronephrosis
5675,N13.6,Pyonephrosis
5676,N13.7,Vesicoureteral-reflux-associated uropathy
5677,N13.8,Other obstructive and reflux uropathy
5678,N13.9,"Obstructive and reflux uropathy, unspecified"
5679,N14,Drug- and heavy-metal-induced tubulo-interstitial and tubular conditions
5680,N14.0,Analgesic nephropathy
5681,N14.1,"Nephropathy induced by other drugs, medicaments, and biological substances"
5682,N14.2,"Nephropathy induced by unspecified drug, medicament, or biological substance"
5683,N14.3,Nephropathy induced by heavy metals
5684,N14.4,"Toxic nephropathy, not elsewhere classified"
5685,N15,Other renal tubulo-interstitial diseases
5686,N15.0,Balkan nephropathy
5687,N15.1,Renal and perinephric abscess
5688,N15.8,Other specified renal tubulo-interstitial diseases
5689,N15.9,"Renal tubulo-interstitial disease, unspecified"
5690,N16,Renal tubulo-interstitial disorders in diseases classified elsewhere
5691,N17,Acute kidney failure
5692,N17.0,Acute renal failure with tubular necrosis
5693,N17.1,Acute renal failure with acute cortical necrosis
5694,N17.2,Acute renal failure with medullary necrosis
5695,N17.8,Other acute renal failure
5696,N17.9,"Acute renal failure, unspecified"
5697,N18,Chronic kidney disease (CKD)
5698,N18.0,End-stage renal disease
5699,N18.1,"Chronic kidney disease, Stage 1"
5700,N18.2,"Chronic kidney disease, Stage 2"
5701,N18.3,"Chronic kidney disease, Stage 3"
5702,N18.4,"Chronic kidney disease, Stage 4"
5703,N18.5,"Chronic kidney disease, Stage 5"
5704,N18.8,Other chronic renal failure
5705,N18.9,"Chronic renal failure, unspecified"
5706,N19,Unspecified kidney failure
5707,N20,Calculus of kidney and ureter
5708,N20.0,Calculus of kidney
5709,N20.1,Calculus of ureter
5710,N20.2,Calculus of kidney with calculus of ureter
5711,N20.9,"Urinary calculus, unspecified"
5712,N21,Calculus of lower urinary tract
5713,N21.0,Calculus in bladder
5714,N21.1,Calculus in urethra
5715,N21.8,Other lower urinary tract calculus
5716,N21.9,"Calculus of lower urinary tract, unspecified"
5717,N22,Calculus of urinary tract in diseases classified elsewhere
5718,N23,Unspecified renal colic
5719,N25,Disorders resulting from impaired renal tubular function
5720,N25.0,Renal osteodystrophy
5721,N25.1,Nephrogenic diabetes insipidus
5722,N25.8,Other disorders resulting from impaired renal tubular function
5723,N25.9,"Disorder resulting from impaired renal tubular function, unspecified"
5724,N26,Unspecified contracted kidney
5725,N27,Small kidney of unknown cause
5726,N27.0,"Small kidney, unilateral"
5727,N27.1,"Small kidney, bilateral"
5728,N27.9,"Small kidney, unspecified"
5729,N28,"Other disorders of kidney and ureter, not elsewhere classified"
5730,N28.0,Ischemia and infarction of kidney
5731,N28.1,"Cyst of kidney, acquired"
5732,N28.8,Other specified disorders of kidney and ureter
5733,N28.9,"Disorder of kidney and ureter, unspecified"
5734,N29,Other disorders of kidney and ureter in diseases classified elsewhere
5735,N30,Cystitis
5736,N30.0,Acute cystitis
5737,N30.1,Interstitial cystitis (chronic)
5738,N30.2,Other chronic cystitis
5739,N30.3,Trigonitis
5740,N30.4,Irradiation cystitis
5741,N30.8,Other cystitis
5742,N30.9,"Cystitis, unspecified"
5743,N31,"Neuromuscular dysfunction of bladder, not elsewhere classified"
5744,N31.0,"Uninhibited neuropathic bladder, not elsewhere classified"
5745,N31.1,"Reflex neuropathic bladder, not elsewhere classified"
5746,N31.2,"Flaccid neuropathic bladder, not elsewhere classified"
5747,N31.8,Other neuromuscular dysfunction of bladder
5748,N31.9,"Neuromuscular dysfunction of bladder, unspecified"
5749,N32,Other disorders of bladder
5750,N32.0,Bladder-neck obstruction
5751,N32.1,Vesicointestinal fistula
5752,N32.2,"Vesical fistula, not elsewhere classified"
5753,N32.3,Diverticulum of bladder
5754,N32.4,"Rupture of bladder, nontraumatic"
5755,N32.8,Other specified disorders of bladder
5756,N32.9,"Bladder disorder, unspecified"
5757,N33,Bladder disorders in diseases classified elsewhere
5758,N34,Urethritis and urethral syndrome
5759,N34.0,Urethral abscess
5760,N34.1,Nonspecific urethritis
5761,N34.2,Other urethritis
5762,N34.3,"Urethral syndrome, unspecified"
5763,N35,Urethral stricture
5764,N35.0,Posttraumatic urethral stricture
5765,N35.1,"Postinfective urethral stricture, not elsewhere classified"
5766,N35.8,Other urethral stricture
5767,N35.9,"Urethral stricture, unspecified"
5768,N36,Other disorders of urethra
5769,N36.0,Urethral fistula
5770,N36.1,Urethral diverticulum
5771,N36.2,Urethral caruncle
5772,N36.3,Prolapsed urethral mucosa
5773,N36.8,Other specified disorders of urethra
5774,N36.9,"Urethral disorder, unspecified"
5775,N37,Urethral disorders in diseases classified elsewhere
5776,N39,Other disorders of urinary system
5777,N39.0,"Urinary tract infection, site not specified"
5778,N39.1,"Persistent proteinuria, unspecified"
5779,N39.2,"Orthostatic proteinuria, unspecified"
5780,N39.3,Stress incontinence
5781,N39.4,Other specified urinary incontinence
5782,N39.8,Other specified disorders of urinary system
5783,N39.9,"Disorder of urinary system, unspecified"
5784,N40,Enlarged prostate
5785,N41,Inflammatory diseases of prostate
5786,N41.0,Acute prostatitis
5787,N41.1,Chronic prostatitis
5788,N41.2,Abscess of prostate
5789,N41.3,Prostatocystitis
5790,N41.8,Other inflammatory diseases of prostate
5791,N41.9,"Inflammatory disease of prostate, unspecified"
5792,N42,Other and unspecified disorders of prostate
5793,N42.0,Calculus of prostate
5794,N42.1,Congestion and hemorrhage of prostate
5795,N42.2,Atrophy of prostate
5796,N42.3,Dysplasia of prostate
5797,N42.8,Other specified disorders of prostate
5798,N42.9,"Disorder of prostate, unspecified"
5799,N43,Hydrocele and spermatocele
5800,N43.0,Encysted hydrocele
5801,N43.1,Infected hydrocele
5802,N43.2,Other hydrocele
5803,N43.3,"Hydrocele, unspecified"
5804,N43.4,Spermatocele
5805,N44,Noninflammatory disorders of testis
5806,N45,Orchitis and epididymitis
5807,N45.0,"Orchitis, epididymitis, and epididymo-orchitis with abscess"
5808,N45.9,"Orchitis, epididymitis, and epididymo-orchitis without abscess"
5809,N46,Male infertility
5810,N47,Disorders of prepuce
5811,N48,Other disorders of penis
5812,N48.0,Leukoplakia of penis
5813,N48.1,Balanoposthitis
5814,N48.2,Other inflammatory disorders of penis
5815,N48.3,Priapism
5816,N48.4,Impotence of organic origin
5817,N48.5,Ulcer of penis
5818,N48.6,Balanitis xerotica obliterans
5819,N48.8,Other specified disorders of penis
5820,N48.9,"Disorder of penis, unspecified"
5821,N49,"Inflammatory disorders of male genital organs, not elsewhere classified"
5822,N49.0,Inflammatory disorders of seminal vesicle
5823,N49.1,"Inflammatory disorders of spermatic cord, tunica vaginalis, and vas deferens"
5824,N49.2,Inflammatory disorders of scrotum
5825,N49.8,Inflammatory disorders of other specified male genital organs
5826,N49.9,Inflammatory disorder of unspecified male genital organ
5827,N50,Other and unspecified disorders of male genital organs
5828,N50.0,Atrophy of testis
5829,N50.1,Vascular disorders of male genital organs
5830,N50.8,Other specified disorders of male genital organs
5831,N50.9,"Disorder of male genital organs, unspecified"
5832,N51,Disorders of male genital organs in diseases classified elsewhere
5833,N52,Male erectile dysfunction
5834,N53,Other male sexual dysfunction
5835,N60,Benign mammary dysplasia
5836,N60.0,Solitary cyst of breast
5837,N60.1,Diffuse cystic mastopathy
5838,N60.2,Fibroadenosis of breast
5839,N60.3,Fibrosclerosis of breast
5840,N60.4,Mammary duct ectasia
5841,N60.8,Other benign mammary dysplasias
5842,N60.9,"Benign mammary dysplasia, unspecified"
5843,N61,Inflammatory disorders of breast
5844,N62,Hypertrophy of breast
5845,N63,Unspecified lump in breast
5846,N64,Other disorders of breast
5847,N64.0,Fissure and fistula of nipple
5848,N64.1,Fat necrosis of breast
5849,N64.2,Atrophy of breast
5850,N64.3,Galactorrhea not associated with childbirth
5851,N64.4,Mastodynia
5852,N64.5,Other signs and symptoms in breast
5853,N64.8,Other specified disorders of breast
5854,N64.9,"Disorder of breast, unspecified"
5855,N65,Deformity and disproportion of reconstructed breast
5856,N70,Salpingitis and oophoritis
5857,N70.0,Acute salpingitis and oophoritis
5858,N70.1,Chronic salpingitis and oophoritis
5859,N70.9,"Salpingitis and oophoritis, unspecified"
5860,N71,"Inflammatory disease of uterus, except cervix"
5861,N71.0,Acute inflammatory disease of uterus
5862,N71.1,Chronic inflammatory disease of uterus
5863,N71.9,"Inflammatory disease of uterus, unspecified"
5864,N72,Inflammatory disease of cervix uteri
5865,N73,Other female pelvic inflammatory diseases
5866,N73.0,Acute parametritis and pelvic cellulitis
5867,N73.1,Chronic parametritis and pelvic cellulitis
5868,N73.2,Unspecified parametritis and pelvic cellulitis
5869,N73.3,Female acute pelvic peritonitis
5870,N73.4,Female chronic pelvic peritonitis
5871,N73.5,"Female pelvic peritonitis, unspecified"
5872,N73.6,Female pelvic peritoneal adhesions
5873,N73.8,Other specified female pelvic inflammatory diseases
5874,N73.9,"Female pelvic inflammatory disease, unspecified"
5875,N74,Female pelvic inflammatory disorders in diseases classified elsewhere
5876,N75,Diseases of Bartholin's gland
5877,N75.0,Cyst of Bartholin's gland
5878,N75.1,Abscess of Bartholin's gland
5879,N75.8,Other diseases of Bartholin's gland
5880,N75.9,"Disease of Bartholin's gland, unspecified"
5881,N76,Other inflammation of vagina and vulva
5882,N76.0,Acute vaginitis
5883,N76.1,Subacute and chronic vaginitis
5884,N76.2,Acute vulvitis
5885,N76.3,Subacute and chronic vulvitis
5886,N76.4,Abscess of vulva
5887,N76.5,Ulceration of vagina
5888,N76.6,Ulceration of vulva
5889,N76.8,Other specified inflammation of vagina and vulva
5890,N77,Vulvovaginal ulceration and inflammation in diseases classified elsewhere
5891,N80,Endometriosis
5892,N80.0,Endometriosis of uterus
5893,N80.1,Endometriosis of ovary
5894,N80.2,Endometriosis of fallopian tube
5895,N80.3,Endometriosis of pelvic peritoneum
5896,N80.4,Endometriosis of rectovaginal septum and vagina
5897,N80.5,Endometriosis of intestine
5898,N80.6,Endometriosis in cutaneous scar
5899,N80.8,Other endometriosis
5900,N80.9,"Endometriosis, unspecified"
5901,N81,Female genital prolapse
5902,N81.0,Female urethrocele
5903,N81.1,Cystocele
5904,N81.2,Incomplete uterovaginal prolapse
5905,N81.3,Complete uterovaginal prolapse
5906,N81.4,"Uterovaginal prolapse, unspecified"
5907,N81.5,Vaginal enterocele
5908,N81.6,Rectocele
5909,N81.8,Other female genital prolapse
5910,N81.9,"Female genital prolapse, unspecified"
5911,N82,Fistulae involving female genital tract
5912,N82.0,Vesicovaginal fistula
5913,N82.1,Other female urinary-genital tract fistulae
5914,N82.2,Fistula of vagina to small intestine
5915,N82.3,Fistula of vagina to large intestine
5916,N82.4,Other female intestinal-genital tract fistulae
5917,N82.5,Female genital tract-skin fistulae
5918,N82.8,Other female genital tract fistulae
5919,N82.9,"Female genital tract fistula, unspecified"
5920,N83,"Noninflammatory disorders of ovary, fallopian tube and broad ligament"
5921,N83.0,Follicular cyst of ovary
5922,N83.1,Corpus luteum cyst
5923,N83.2,Other and unspecified ovarian cysts
5924,N83.3,Acquired atrophy of ovary and fallopian tube
5925,N83.4,Prolapse and hernia of ovary and fallopian tube
5926,N83.5,"Torsion of ovary, ovarian pedicle, and fallopian tube"
5927,N83.6,Hematosalpinx
5928,N83.7,Hematoma of broad ligament
5929,N83.8,"Other noninflammatory disorders of ovary, fallopian tube, and broad ligament"
5930,N83.9,"Noninflammatory disorder of ovary, fallopian tube, and broad ligament, unspecified"
5931,N84,Polyp of female genital tract
5932,N84.0,Polyp of corpus uteri
5933,N84.1,Polyp of cervix uteri
5934,N84.2,Polyp of vagina
5935,N84.3,Polyp of vulva
5936,N84.8,Polyp of other parts of female genital tract
5937,N84.9,"Polyp of female genital tract, unspecified"
5938,N85,"Other noninflammatory disorders of uterus, except cervix"
5939,N85.0,Endometrial glandular hyperplasia
5940,N85.1,Endometrial adenomatous hyperplasia
5941,N85.2,Hypertrophy of uterus
5942,N85.3,Subinvolution of uterus
5943,N85.4,Malposition of uterus
5944,N85.5,Inversion of uterus
5945,N85.6,Intrauterine synechiae
5946,N85.7,Hematometra
5947,N85.8,Other specified noninflammatory disorders of uterus
5948,N85.9,"Noninflammatory disorder of uterus, unspecified"
5949,N86,Erosion and ectropion of cervix uteri
5950,N87,Dysplasia of cervix uteri
5951,N87.0,Mild cervical dysplasia
5952,N87.1,Moderate cervical dysplasia
5953,N87.2,"Severe cervical dysplasia, not elsewhere classified"
5954,N87.9,"Dysplasia of cervix uteri, unspecified"
5955,N88,Other noninflammatory disorders of cervix uteri
